question,answer,source
<@UEGN1ES64> あー、なるほど。経理集計のプラン別有料会員数合計値とダッシュボードの有料会員数合計値が一致しているのかと思ったら全然違うんですね。理解しました。,<@UEGN1ES64> あー、なるほど。経理集計のプラン別有料会員数合計値とダッシュボードの有料会員数合計値が一致しているのかと思ったら全然違うんですね。理解しました。,Slack #corp-it-engineering-data-enablement
&gt;&gt; ・月末時点のMRRは翌月以降にrecurringする月額売上なので、月末時点の有料会員（つまりMonthly Stats）を元に算出したほうが適切だと思うのですが、IR開示するMRRをそのように定義変更することは可能でしょうか？実際に変更する際には千葉さん確認だとは思いますが。 &gt; Monthly StatsはDashboardの有料会員数と同義ですか？同義であれば、既にそうなっております。 ここですが、有料会員数だけでなくMRRも本来はユーザー毎MRRの積み上げを集計するほうが正しいと思っており、いまの「ARPUを算出してからMRRを集計する」から変更したほうがいいのではと思っていますが、変更は可能でしょうか？インパクトを見てからだとは思いますが。そのほうが売上高フォアキャストの精度も上がると思います。,&gt;&gt; ・月末時点のMRRは翌月以降にrecurringする月額売上なので、月末時点の有料会員（つまりMonthly Stats）を元に算出したほうが適切だと思うのですが、IR開示するMRRをそのように定義変更することは可能でしょうか？実際に変更する際には千葉さん確認だとは思いますが。 &gt; Monthly StatsはDashboardの有料会員数と同義ですか？同義であれば、既にそうなっております。 ここですが、有料会員数だけでなくMRRも本来はユーザー毎MRRの積み上げを集計するほうが正しいと思っており、いまの「ARPUを算出してからMRRを集計する」から変更したほうがいいのではと思っていますが、変更は可能でしょうか？インパクトを見てからだとは思いますが。そのほうが売上高フォアキャストの精度も上がると思います。,Slack #corp-it-engineering-data-enablement
いやまだしてないよ,いやまだしてないよ,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> あざす。であれば、UI整えたりしていく前に一度Anaplan CSに確認してもらうのもありかもしれないですね。もし価値がありそうなら有償でもレビュアーに依頼したほうがこちらの工数を減らせますし。そして設計時のテスト工程なので資産計上されてEBITDA影響ないと思います。,<@U02LMETN883> あざす。であれば、UI整えたりしていく前に一度Anaplan CSに確認してもらうのもありかもしれないですね。もし価値がありそうなら有償でもレビュアーに依頼したほうがこちらの工数を減らせますし。そして設計時のテスト工程なので資産計上されてEBITDA影響ないと思います。,Slack #corp-it-engineering-data-enablement
タブ価値のモデル化を進めるにあたっての個人ブレストメモ ・どのタブを選ぶかによって変わるもの 　－ニュース/メディア、オリジナル記事、ピッカーコメント閲覧、広告、トピックス導線 ・タブ価値はステークホルダーによって異なるはず 　－メディアパートナーは何によってNPタブ価値を評価するのか 　－編成チームのタブ関連業績評価指標は？ 　－オリジナル記事の評価指標は？（社内での業績評価の指標になっているとしたら、変更可能なのか知りたい） 　－ピッカーにとってのタブ価値とはなにか 　－広告依頼企業はインプやクリック数以外に何をもって評価するのか 　－トピックス導線っていま評価指標設定されているんだろうか 　－NPとしてはLTV一本で考えていいのだろうか（ウクライナタブとか、LTV以外の判断軸が入っているように思える） ・単一の評価指標を作れるのかわからない 　－ステークホルダー毎の評価関数を元に効用関数を作る？ 　－各評価関数への影響が大きい中間変数を見つけて目的関数にする？（ユーザー毎の平均滞在時間とか） 　－結果指標としては効用関数のアプローチのほうが適切だけど、解釈がわかりづらいからこれだけだと浸透しなそう,タブ価値のモデル化を進めるにあたっての個人ブレストメモ ・どのタブを選ぶかによって変わるもの 　－ニュース/メディア、オリジナル記事、ピッカーコメント閲覧、広告、トピックス導線 ・タブ価値はステークホルダーによって異なるはず 　－メディアパートナーは何によってNPタブ価値を評価するのか 　－編成チームのタブ関連業績評価指標は？ 　－オリジナル記事の評価指標は？（社内での業績評価の指標になっているとしたら、変更可能なのか知りたい） 　－ピッカーにとってのタブ価値とはなにか 　－広告依頼企業はインプやクリック数以外に何をもって評価するのか 　－トピックス導線っていま評価指標設定されているんだろうか 　－NPとしてはLTV一本で考えていいのだろうか（ウクライナタブとか、LTV以外の判断軸が入っているように思える） ・単一の評価指標を作れるのかわからない 　－ステークホルダー毎の評価関数を元に効用関数を作る？ 　－各評価関数への影響が大きい中間変数を見つけて目的関数にする？（ユーザー毎の平均滞在時間とか） 　－結果指標としては効用関数のアプローチのほうが適切だけど、解釈がわかりづらいからこれだけだと浸透しなそう,Slack #corp-it-engineering-data-enablement
<@U0RR5KY90> 合宿前にやったVIA診断のリンクってどれだっけ？参考にしたくて。,<@U0RR5KY90> 合宿前にやったVIA診断のリンクってどれだっけ？参考にしたくて。,Slack #corp-it-engineering-data-enablement
【共通】FP&amp;Aで使ってた「<https://docs.google.com/document/d/1L3j7B7BJa8sr87PHJWRqtxwZy458XWx2j3X2ckJy_iU/edit?usp=sharing|スプレッドシート自動保存>」と「<https://docs.google.com/document/d/17pa4AIv-liaUTPIJVQWU27dS4fwnXf2Rzu4lDqUGR9E/edit?usp=sharing|notionタスクリマインドbot>」のマニュアルとサンプル,【共通】FP&amp;Aで使ってた「<https://docs.google.com/document/d/1L3j7B7BJa8sr87PHJWRqtxwZy458XWx2j3X2ckJy_iU/edit?usp=sharing|スプレッドシート自動保存>」と「<https://docs.google.com/document/d/17pa4AIv-liaUTPIJVQWU27dS4fwnXf2Rzu4lDqUGR9E/edit?usp=sharing|notionタスクリマインドbot>」のマニュアルとサンプル,Slack #corp-it-engineering-data-enablement
<@U0RR5KY90> 「動画メインユーザー数割合」なるものを算出するタスクが発生するかも。あとで概要説明する,<@U0RR5KY90> 「動画メインユーザー数割合」なるものを算出するタスクが発生するかも。あとで概要説明する,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> <https://app.diagrams.net/?title=xP%26A%E3%83%97%E3%83%A9%E3%83%83%E3%83%88%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0%E6%A7%8B%E6%88%90%E5%9B%B3&amp;client=1#G1PkluElx5LC0-8DRE96EE3hzEBI4Tf1Zt|https://app.diagrams.net/?title=xP%26A%E3%83%97%E3%83%A9%E3%83%83%E3%83%88%E3%83%95%E[…]%82%A9%E3%83%BC%E3%83%A0%E6%A7%8B%E6%88%90%E5%9B%B3&amp;client=1>,<@U02LMETN883> <https://app.diagrams.net/?title=xP%26A%E3%83%97%E3%83%A9%E3%83%83%E3%83%88%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0%E6%A7%8B%E6%88%90%E5%9B%B3&amp;client=1#G1PkluElx5LC0-8DRE96EE3hzEBI4Tf1Zt|https://app.diagrams.net/?title=xP%26A%E3%83%97%E3%83%A9%E3%83%83%E3%83%88%E3%83%95%E[…]%82%A9%E3%83%BC%E3%83%A0%E6%A7%8B%E6%88%90%E5%9B%B3&amp;client=1>,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> biztexとのMTGメモです <https://docs.google.com/document/d/1cR2tRJGl7H5fewmh2yf9gmR5Knw-Xv1snWjfiecG4QM/edit>,<@U02LMETN883> biztexとのMTGメモです <https://docs.google.com/document/d/1cR2tRJGl7H5fewmh2yf9gmR5Knw-Xv1snWjfiecG4QM/edit>,Slack #corp-it-engineering-data-enablement
<@U02LMETN883> 15:30からのユーザーヒアリング、任せてしまってよいですか？僕と福山さんの役割が重複しそうなので、不参加でいいだろうと思い。,<@U02LMETN883> 15:30からのユーザーヒアリング、任せてしまってよいですか？僕と福山さんの役割が重複しそうなので、不参加でいいだろうと思い。,Slack #corp-it-engineering-data-enablement
<@UCKL4SR1A> Rの分析をローコードでできるツール、Exploratoryだった。1年位前まで使ってたけど、データ分析からちょっと離れて使うのやめたけど、使いがってはよかったよ。 <https://exploratory.io/>,<@UCKL4SR1A> Rの分析をローコードでできるツール、Exploratoryだった。1年位前まで使ってたけど、データ分析からちょっと離れて使うのやめたけど、使いがってはよかったよ。 <https://exploratory.io/>,Slack #corp-it-engineering-data-enablement
前にデータ分析で少し使ってたExploratoryの無料版を試してみましたが、①スプレッドシートやWebスプレイピングとの接続、②データ抽出・ソート・結合などの処理、③重回帰・ランダムフォレストなどのTableau未サポートの分析、が可能ですね。手元でサッと分析するのにはすごく使いやすい。これが無料でできるのはいいなー。 <https://ja.exploratory.io/download-public>,前にデータ分析で少し使ってたExploratoryの無料版を試してみましたが、①スプレッドシートやWebスプレイピングとの接続、②データ抽出・ソート・結合などの処理、③重回帰・ランダムフォレストなどのTableau未サポートの分析、が可能ですね。手元でサッと分析するのにはすごく使いやすい。これが無料でできるのはいいなー。 <https://ja.exploratory.io/download-public>,Slack #corp-it-engineering-data-enablement
